ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status		
DIP-2321N|refseq:NP_013714|uniprotkb:P32562	DIP-5915N|refseq:NP_011512|uniprotkb:P53197	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:11566880|pubmed:DIP-1840S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17915E	dip-quality-status:core	dip:0002(small scale)		-
DIP-982N|refseq:NP_011399|uniprotkb:P26309	DIP-2798N|refseq:NP_010398|uniprotkb:P40316	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:11566880|pubmed:DIP-1840S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17916E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1234N|refseq:NP_010150|uniprotkb:Q12018	DIP-1627N|refseq:NP_010423|uniprotkb:Q03919	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0808(comigration in sds page)	-	pubmed:9531531|pubmed:DIP-1842S|pubmed:14519104|pubmed:DIP-4049S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17917E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-5259N|refseq:NP_012622|uniprotkb:P47134	DIP-5955N|refseq:NP_011656|uniprotkb:P32504	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:10557299|pubmed:DIP-1844S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17918E	dip-quality-status:core	dip:0002(small scale)		-
DIP-5259N|refseq:NP_012622|uniprotkb:P47134	DIP-1236N|refseq:NP_010615|uniprotkb:P52286	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:10557299|pubmed:DIP-1844S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17919E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1234N|refseq:NP_010150|uniprotkb:Q12018	DIP-6817N|refseq:NP_013180|uniprotkb:P38634	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)	-	pubmed:9346239|pubmed:DIP-4055S|pubmed:9346238|pubmed:DIP-1845S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17920E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-6817N|refseq:NP_013180|uniprotkb:P38634	DIP-1236N|refseq:NP_010615|uniprotkb:P52286	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)	-	pubmed:13678584|pubmed:DIP-4054S|pubmed:9346239|pubmed:DIP-4055S|pubmed:9346238|pubmed:DIP-1845S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17921E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-2269N|refseq:NP_013926|uniprotkb:P20437	DIP-1626N|refseq:NP_012623|uniprotkb:P24814	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:9346238|pubmed:DIP-1845S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17922E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2020N|refseq:NP_013179|uniprotkb:P25385	DIP-2940N|refseq:NP_010475|uniprotkb:P22213	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11994317|pubmed:DIP-1847S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17925E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2940N|refseq:NP_010475|uniprotkb:P22213	DIP-2234N|refseq:NP_013370|uniprotkb:P22214	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11994317|pubmed:DIP-1847S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17926E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2234N|refseq:NP_013370|uniprotkb:P22214	DIP-2496N|refseq:NP_009503|uniprotkb:P32602	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11994317|pubmed:DIP-1847S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17927E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1823N|refseq:NP_011317|uniprotkb:P53093	DIP-1735N|refseq:NP_013713|uniprotkb:P32939	 -	-	-	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17928E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-2121N|refseq:NP_012939|uniprotkb:P36018	DIP-1823N|refseq:NP_011317|uniprotkb:P53093	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17929E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-2025N|refseq:NP_014306|uniprotkb:P36019	DIP-1823N|refseq:NP_011317|uniprotkb:P53093	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17930E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2019N|refseq:NP_116615|uniprotkb:P01123	DIP-1823N|refseq:NP_011317|uniprotkb:P53093	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17931E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-1823N|refseq:NP_011317|uniprotkb:P53093	DIP-2492N|refseq:NP_116650|uniprotkb:P07560	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17932E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-2022N|refseq:NP_010948|uniprotkb:P38555	DIP-1823N|refseq:NP_011317|uniprotkb:P53093	 -	-	-	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17933E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-1823N|refseq:NP_011317|uniprotkb:P53093	DIP-6597N|refseq:NP_011305|uniprotkb:P51996	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17934E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-5577N|refseq:NP_013363|uniprotkb:Q99260	DIP-1823N|refseq:NP_011317|uniprotkb:P53093	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17936E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-2492N|refseq:NP_116650|uniprotkb:P07560	DIP-1729N|refseq:NP_014136|uniprotkb:P53845	 -	-	-	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17942E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-2022N|refseq:NP_010948|uniprotkb:P38555	DIP-1729N|refseq:NP_014136|uniprotkb:P53845	 -	-	-	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17943E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-6597N|refseq:NP_011305|uniprotkb:P51996	DIP-1729N|refseq:NP_014136|uniprotkb:P53845	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17944E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-4954N|refseq:NP_009823|uniprotkb:P38146	DIP-1729N|refseq:NP_014136|uniprotkb:P53845	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S|pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17945E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-1729N|refseq:NP_014136|uniprotkb:P53845	DIP-3801N|refseq:NP_014732|uniprotkb:P36017	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17946E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1728N|refseq:NP_011354|uniprotkb:P53108	DIP-2022N|refseq:NP_010948|uniprotkb:P38555	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17947E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2492N|refseq:NP_116650|uniprotkb:P07560	DIP-1728N|refseq:NP_011354|uniprotkb:P53108	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17948E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1728N|refseq:NP_011354|uniprotkb:P53108	DIP-1735N|refseq:NP_013713|uniprotkb:P32939	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17949E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2121N|refseq:NP_012939|uniprotkb:P36018	DIP-1728N|refseq:NP_011354|uniprotkb:P53108	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17950E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1728N|refseq:NP_011354|uniprotkb:P53108	DIP-6597N|refseq:NP_011305|uniprotkb:P51996	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17951E	dip-quality-status:core	dip:0002(small scale)		-
DIP-4954N|refseq:NP_009823|uniprotkb:P38146	DIP-1728N|refseq:NP_011354|uniprotkb:P53108	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17952E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1728N|refseq:NP_011354|uniprotkb:P53108	DIP-7864N|refseq:NP_014095|uniprotkb:P48559	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17953E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1728N|refseq:NP_011354|uniprotkb:P53108	DIP-3801N|refseq:NP_014732|uniprotkb:P36017	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17954E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2025N|refseq:NP_014306|uniprotkb:P36019	DIP-1728N|refseq:NP_011354|uniprotkb:P53108	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17955E	dip-quality-status:core	dip:0002(small scale)		-
DIP-7864N|refseq:NP_014095|uniprotkb:P48559	DIP-1729N|refseq:NP_014136|uniprotkb:P53845	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17957E	dip-quality-status:core	dip:0002(small scale)		-
DIP-5577N|refseq:NP_013363|uniprotkb:Q99260	DIP-1729N|refseq:NP_014136|uniprotkb:P53845	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11943201|pubmed:DIP-1849S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17958E	dip-quality-status:core	dip:0002(small scale)		-
DIP-15N|refseq:NP_011868|uniprotkb:P08539	DIP-1549N|refseq:NP_013268|uniprotkb:P61864	 -	-	-	-	MI:0013(biophysical)	-	pubmed:11955054|pubmed:DIP-1850S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17961E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2374N|refseq:NP_011442|uniprotkb:P10961	DIP-2403N|refseq:NP_012076|uniprotkb:P38889	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:10888672|pubmed:DIP-1851S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17962E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2445N|refseq:NP_015201|uniprotkb:P33419	DIP-4418N|refseq:NP_015068|uniprotkb:Q12365	 -	-	-	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pubmed:10654940|pubmed:DIP-1853S|pubmed:10654940|pubmed:DIP-1853S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17963E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-2989N|refseq:NP_011440|uniprotkb:P53159	DIP-4418N|refseq:NP_015068|uniprotkb:Q12365	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)	-	pubmed:10654940|pubmed:DIP-1853S|pubmed:10654940|pubmed:DIP-1853S|pubmed:10654940|pubmed:DIP-1853S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17964E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-2274N|refseq:NP_014211|uniprotkb:P11927	DIP-4418N|refseq:NP_015068|uniprotkb:Q12365	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:10654940|pubmed:DIP-1853S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17965E	dip-quality-status:core	dip:0002(small scale)		-
DIP-4065N|refseq:NP_011270|uniprotkb:P53064	DIP-6621N|refseq:NP_013703|uniprotkb:P27692	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11927560|pubmed:DIP-1854S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17966E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6621N|refseq:NP_013703|uniprotkb:P27692	DIP-1149N|refseq:NP_009838|uniprotkb:P38351	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:11927560|pubmed:DIP-1854S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17967E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6621N|refseq:NP_013703|uniprotkb:P27692	DIP-4143N|refseq:NP_014766|uniprotkb:P38439	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:11927560|pubmed:DIP-1854S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17968E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6621N|refseq:NP_013703|uniprotkb:P27692	DIP-2814N|refseq:NP_014496|uniprotkb:P89105	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:11927560|pubmed:DIP-1854S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17969E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2232N|refseq:NP_015507|uniprotkb:P15303	DIP-2489N|refseq:NP_013126|uniprotkb:Q01590	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:10097109|pubmed:DIP-1855S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17970E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2386N|refseq:NP_011716|uniprotkb:P42935	DIP-1856N|refseq:NP_012812|uniprotkb:P34253	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:11929532|pubmed:DIP-1856S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17972E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2233N|refseq:NP_012157|uniprotkb:P40482	DIP-830N|refseq:NP_010454|uniprotkb:P11075	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11208097|pubmed:DIP-1862S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17978E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2563N|refseq:NP_012198|uniprotkb:P21672	DIP-2563N|refseq:NP_012198|uniprotkb:P21672	-	-	-	-	MI:0029(cosedimentation through density gradient)	-	pubmed:11893751|pubmed:DIP-1865S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17980E	dip-quality-status:core	dip:0002(small scale)		-
DIP-7670N|refseq:NP_012276|uniprotkb:P38637	DIP-728N|refseq:NP_014210|uniprotkb:Q02821	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:10913188|pubmed:DIP-1869S|pubmed:10913188|pubmed:DIP-1869S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17981E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-7670N|refseq:NP_012276|uniprotkb:P38637	DIP-1573N|refseq:NP_116659|uniprotkb:P43588	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:10913188|pubmed:DIP-1869S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17982E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1791N|refseq:NP_010669|uniprotkb:Q12159	DIP-1791N|refseq:NP_010669|uniprotkb:Q12159	-	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11390651|pubmed:DIP-1871S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17983E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1791N|refseq:NP_010669|uniprotkb:Q12159	DIP-6538N|refseq:NP_012708|uniprotkb:P36036	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11390651|pubmed:DIP-1871S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17984E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6538N|refseq:NP_012708|uniprotkb:P36036	DIP-6538N|refseq:NP_012708|uniprotkb:P36036	-	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11390651|pubmed:DIP-1871S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17985E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6538N|refseq:NP_012708|uniprotkb:P36036	DIP-3984N|refseq:NP_015156|uniprotkb:Q99257	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11390651|pubmed:DIP-1871S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17986E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1791N|refseq:NP_010669|uniprotkb:Q12159	DIP-3984N|refseq:NP_015156|uniprotkb:Q99257	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0096(pull down)	-	pubmed:11390651|pubmed:DIP-1871S|pubmed:11675790|pubmed:DIP-17495S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-17987E	dip-quality-status:core	dip:0002(small scale)|dip:0004(small scale)		-
DIP-6538N|refseq:NP_012708|uniprotkb:P36036	DIP-1533N|refseq:NP_014039|uniprotkb:P32337	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11390651|pubmed:DIP-1871S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17988E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1752N|refseq:NP_013707|uniprotkb:P19880	DIP-1533N|refseq:NP_014039|uniprotkb:P32337	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11274141|pubmed:DIP-1872S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17989E	dip-quality-status:core	dip:0002(small scale)		-
DIP-2356N|refseq:NP_011035|uniprotkb:P40069	DIP-1752N|refseq:NP_013707|uniprotkb:P19880	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:11274141|pubmed:DIP-1872S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17990E	dip-quality-status:core	dip:0002(small scale)		-
